rank,rider,team,time,cq_points,race_id
12.0,MERLIER Tim,ADC,,18,39316
13.0,BAUHAUS Phil,TBV,,16,39316
14.0,TEUNISSEN Mike,TJV,,14,39316
15.0,STUYVEN Jasper,TFS,,12,39316
16.0,EEKHOFF Nils,DSM,,10,39316
17.0,SMITH Dion,BEX,,9,39316
18.0,REX Laurenz,BWB,,8,39316
19.0,MENTEN Milan,BWB,,7,39316
20.0,NAESEN Oliver,ACT,,6,39316
21.0,CONSONNI Simone,COF,,5,39316
22.0,ARANBURU DEBA Alexander,MOV,,5,39316
23.0,GAZE Samuel,ADC,,5,39316
24.0,BENOOT Tiesj,TJV,,5,39316
25.0,WARLOP Jordi,BBK,,5,39316
26.0,VALGREN HUNDAHL (ANDERSEN) Michael,EFE,,5,39316
27.0,KOCH Jonas,BOH,,5,39316
28.0,RESELL Erik Nordsaeter,UXT,,5,39316
29.0,SHEFFIELD Magnus,IGD,,5,39316
30.0,LIENHARD Fabian,GFC,,5,39316
31.0,BERCKMOES Jenno,SVB,,0,39316
1.0,TRENTIN Matteo,UAD,"4h49'29""",80,39396
2.0,HOFSTETTER Hugo,ARK,,48,39396
3.0,DE BONDT Dries,ADC,,40,39396
4.0,DEWULF Stan,ACT,,36,39396
5.0,VLIEGEN Loïc,IWG,,32,39396
6.0,CAMPENAERTS Victor,LTS,,28,39396
7.0,VAN GESTEL Dries,TEN,,24,39396
8.0,VAN LERBERGHE Bert,QST,,20,39396
9.0,TILLER Rasmus Fossum,UXT,"04""",16,39396
10.0,DE LIE Arnaud,LTS,"04""",12,39396
11.0,PASQUALON Andrea,IWG,"04""",10,39396
12.0,NAESEN Oliver,ACT,"04""",9,39396
13.0,CAPIOT Amaury,ARK,"04""",8,39396
14.0,MOZZATO Luca,BBK,"04""",7,39396
15.0,DUPONT Timothy,BWB,"04""",6,39396
16.0,TOUZE Damien,ACT,"04""",5,39396
17.0,VAN ASBROECK Tom,IPT,"04""",5,39396
18.0,BARBIER Pierre,BBK,"04""",5,39396
19.0,OLIVEIRA Rui Filipe Alves,UAD,"04""",5,39396
20.0,HOOLE Daan,TFS,"04""",5,39396
21.0,EENKHOORN Pascal,TJV,"04""",0,39396
22.0,THEUNS Edward,TFS,"04""",0,39396
23.0,VAN ROOY Kenneth,SVB,"04""",0,39396
24.0,JAKOBSEN Fabio,QST,"04""",0,39396
25.0,ZUKOWSKY Nickolas,HPM,"04""",0,39396
26.0,GILBERT Philippe,LTS,"04""",0,39396
27.0,VAUQUELIN Kévin,ARK,"04""",0,39396
28.0,PLUIMERS Rick,TJV,"04""",0,39396
29.0,VAN MOER Brent,LTS,"04""",0,39396
30.0,HALLER Marco,BOH,"04""",0,39396
31.0,VAN POPPEL Boy,IWG,"04""",0,39396
1.0,AUER Daniel,WSA,"3h27'12""",15,39397
2.0,BARTA Tomas,ATT,"01""",10,39397
3.0,RAJOVIC Dusan,COR,"01""",8,39397
4.0,OKA Atsushi,EFD,"01""",7,39397
5.0,RUDYK Bartosz,SWT,"01""",6,39397
6.0,ZANONCELLO Enrico,BCF,"01""",5,39397
7.0,ASCHENBRENNER Michel,PUS,"01""",4,39397
8.0,DE POOTER Dries,HBA,"01""",3,39397
9.0,FORTIN Filippo,PBS,"01""",2,39397
10.0,STOSZ Patryk,VOS,"01""",1,39397
11.0,STEININGER Fabian,RSW,"01""",0,39397
12.0,KALVERSS Matiss,AQD,"01""",0,39397
13.0,JERMAN Ziga,LGS,"01""",0,39397
14.0,SOTO MARTINEZ Nelson Andres,CTA,"01""",0,39397
15.0,FROIDEVAUX Robin,TUD,"01""",0,39397
16.0,FINKST Tilen,ADR,"01""",0,39397
17.0,MORA VEDRI Sebastian,MAN,"01""",0,39397
18.0,SIMMONS Colby,JVD,"01""",0,39397
19.0,ODA Hijiri,EFD,"01""",0,39397
20.0,BENZ Pirmin,RNR,"01""",0,39397
1.0,POLANC Jan,UAD,"5h02'25""",130,39398
2.0,AYUSO PESQUERA Juan,UAD,"02""",78,39398
3.0,COVI Alessandro,UAD,"02""",66,39398
4.0,ROTA Lorenzo,IWG,"02""",58,39398
5.0,RODRIGUEZ CANO Carlos,IGD,"08""",52,39398
6.0,LAFAY Victor,COF,"24""",46,39398
7.0,ULISSI Diego,UAD,"32""",40,39398
8.0,CICCONE Giulio,TFS,"32""",34,39398
9.0,PACHER Quentin,GFC,"32""",28,39398
10.0,CHAMPOUSSIN Clément,ACT,"32""",24,39398
11.0,POZZOVIVO Domenico,IWG,"32""",20,39398
12.0,PORTE Richie,IGD,"34""",18,39398
13.0,REICHENBACH Sébastien,GFC,"34""",16,39398
14.0,FELLINE Fabio,AST,"01'13""",14,39398
15.0,VENDRAME Andrea,ACT,"01'16""",12,39398
16.0,OWSIAN Lukasz,ARK,"01'18""",10,39398
17.0,THOMAS Benjamin,COF,"01'30""",9,39398
18.0,BOUET Maxime,ARK,"01'35""",8,39398
19.0,LAPEIRA Paul,ACT,"01'35""",7,39398
20.0,VELASCO Simone,AST,"01'35""",6,39398
21.0,ZANA Filippo,BCF,"01'35""",5,39398
22.0,MOLLEMA Bauke,TFS,"01'35""",5,39398
23.0,PESENTI Thomas,BTC,"01'35""",5,39398
24.0,TESFATSION Natnael Ocbit,DRA,"01'35""",5,39398
25.0,FORTUNATO Lorenzo,EOK,"01'35""",5,39398
26.0,STORER Michael,GFC,"01'35""",5,39398
27.0,VAN BAARLE Dylan,IGD,"01'38""",5,39398
28.0,BAKELANTS Jan,IWG,"02'08""",5,39398
29.0,CONSONNI Simone,COF,"02'11""",5,39398
30.0,MOLLY Kenny,BWB,"02'11""",5,39398
31.0,OSS Daniel,TEN,"02'11""",0,39398
1.0,no result,-,,0,39401
1.0,BALKAN Onur,SBB,"2h40'02""",15,39402
2.0,LAKASEK Irwandie,TSG,,10,39402
3.0,GIDICH Yevgeniy,AST,,8,39402
4.0,BOUGLAS Georgios,STC,,7,39402
5.0,ROSTOVTSEV Sergey,-,,6,39402
6.0,SHTEIN Iogan,ALT,,5,39402
7.0,STASH Mamyr,-,,4,39402
8.0,IDERBOLD Bold,FMD,,3,39402
9.0,ADILOV Shakir,-,,2,39402
10.0,MIKUTIS Aivaras,TAT,,1,39402
11.0,GRANIGAN Noah,WGC,,0,39402
12.0,WILCHES RAMOS Pablo Alejandro,FCM,,0,39402
13.0,DOGAN Halil Ibrahim,BAI,,0,39402
14.0,PICIU Mattew-Denis,MEN,,0,39402
15.0,ASADOV Elchin,SBB,,0,39402
16.0,ÖZGÜR Batuhan,SBB,,0,39402
17.0,ED DOGHMY Achraf,-,,0,39402
18.0,SABBAHI Houcaine,-,,0,39402
19.0,JURADO LOPEZ Christofer Robin,PCV,,0,39402
20.0,KUZMIN Anton,ALT,,0,39402
1.0,POGACAR Tadej,UAD,"4h47'49""",180,39403
2.0,VALVERDE BELMONTE Alejandro,MOV,"37""",108,39403
3.0,ASGREEN Kasper,QST,"46""",92,39403
4.0,VALTER Attila,GFC,"01'07""",78,39403
5.0,BILBAO LOPEZ DE ARMENTIA Pello,TBV,"01'09""",70,39403
6.0,NARVAEZ PRADO Jhonatan Manuel,IGD,"01'09""",62,39403
7.0,SIMMONS Quinn,TFS,"01'21""",54,39403
8.0,WELLENS Tim,LTS,"01'25""",46,39403
9.0,PETILLI Simone,IWG,"01'35""",40,39403
10.0,HIGUITA GARCIA Sergio Andres,BOH,"01'53""",36,39403
11.0,VALGREN HUNDAHL (ANDERSEN) Michael,EFE,"01'55""",30,39403
12.0,DE TIER Floris,ADC,"01'57""",27,39403
13.0,ROTA Lorenzo,IWG,"01'57""",24,39403
14.0,REICHENBACH Sébastien,GFC,"01'57""",22,39403
15.0,GUERREIRO Ruben Antonio Almeida,EFE,"01'57""",20,39403
16.0,SKUJINS Toms,TFS,"02'00""",18,39403
17.0,VENDRAME Andrea,ACT,"02'02""",16,39403
18.0,HINDLEY Jai,BOH,"02'03""",14,39403
19.0,ZANA Filippo,BCF,"02'05""",12,39403
20.0,RODRIGUEZ CANO Carlos,IGD,"02'07""",11,39403
21.0,VELASCO Simone,AST,"02'07""",10,39403
22.0,MEURISSE Xandro,ADC,"02'09""",9,39403
23.0,ULISSI Diego,UAD,"02'14""",8,39403
24.0,KRON Andreas Lorentz,LTS,"02'18""",7,39403
25.0,ALBANESE Vincenzo,EOK,"02'23""",6,39403
26.0,CLARKE Simon,IPT,"02'29""",5,39403
27.0,BARGUIL Warren,ARK,"04'05""",5,39403
28.0,COVI Alessandro,UAD,"04'05""",5,39403
29.0,COSNEFROY Benoît,ACT,"04'05""",5,39403
30.0,CARAPAZ MONTENEGRO Richard Antonio,IGD,"04'05""",5,39403
31.0,KUSS Sepp,TJV,"04'11""",5,39403
1.0,MENTEN Milan,BWB,"4h19'58""",15,39404
2.0,POLLEFLIET Gianluca,-,,10,39404
3.0,TESSON Jason,AUB,,8,39404
4.0,LEROUX Samuel,GRL,,7,39404
5.0,PAGE Charles,SPC,,6,39404
6.0,PENHOËT Paul,CGF,,5,39404
7.0,DE MEESTER Luca,-,,4,39404
8.0,GEE Derek,ICA,,3,39404
9.0,DHAEYE Enrico,MCT,,2,39404
10.0,PONSAERTS Thibaut,MCT,,1,39404
11.0,VANDEVELDE Yentl,MCT,,0,39404
12.0,MALDONADO Anthony,AUB,,0,39404
13.0,RIVARD Nicolas,PTU,,0,39404
14.0,GERMANI Lorenzo,CGF,,0,39404
15.0,MORIN Emmanuel,UNA,,0,39404
16.0,VAHTRA Norman,GRL,,0,39404
17.0,WILLEMS Senne,-,,0,39404
18.0,MOLLY Kenny,BWB,,0,39404
19.0,SAVER Kasper,MCT,,0,39404
20.0,PAULUS Milan,-,,0,39404
1.0,BUDYAK Anatoliy,TSG,"2h38'05""",15,39405
2.0,MARUKHIN Daniil,ALT,"13""",10,39405
3.0,SAYAR Mustafa,SBB,"26""",8,39405
4.0,KULIKOV Vladislav,-,"29""",7,39405
5.0,ARCHIBOLD CASTILLO Franklin Erasmo,PCV,"31""",6,39405
6.0,EYOB Metkel,TSG,"34""",5,39405
7.0,CHZHAN Igor,ALT,"44""",4,39405
8.0,SHTEIN Iogan,ALT,"49""",3,39405
9.0,HALMURATOV Muradjan,TCM,"50""",2,39405
10.0,KUZMIN Anton,ALT,"01'01""",1,39405
11.0,BULUT Samet,STC,"01'11""",0,39405
12.0,ESPINOSA SERRANO Bolivar Gabriel,PCV,"01'44""",0,39405
13.0,MIKUTIS Aivaras,TAT,"01'47""",0,39405
14.0,ZAKHAROV Artyom,AST,"01'52""",0,39405
15.0,MCGILL Scott,WGC,"02'06""",0,39405
16.0,SUNNATOV Akramjon,TCM,"02'11""",0,39405
17.0,BATSAIKHAN Tegshbayar,FMD,"02'23""",0,39405
18.0,DOSTIYEV Ilkhan,VSM,"02'35""",0,39405
19.0,MCGEOUGH Cormac,WGC,"02'37""",0,39405
20.0,EGIN Ali,-,"02'54""",0,39405
1.0,REINDERS Elmar,RIW,"4h19'55""",15,39406
2.0,VAN DIJKE Mick,JVD,,10,39406
3.0,DE JONG Timo,VWE,"10""",8,39406
4.0,VERMELTFOORT Coen,VWE,"14""",7,39406
5.0,DE VRIES Hartthijs,MET,"14""",6,39406
6.0,PLUIMERS Rick,JVD,"14""",5,39406
7.0,BLOEM Joren,ABC,"14""",4,39406
8.0,HUPPERTZ Joshua,LKH,"14""",3,39406
9.0,TEUTENBERG Tim Torn,LPC,"21""",2,39406
10.0,LINDEMAN Bert-Jan,VWE,"36""",1,39406
11.0,VAN SINTMAARTENSDIJK Daan,VWE,"38""",0,39406
12.0,EISING Tijmen,VWE,"40""",0,39406
13.0,LEMMEN Bart,VWE,"02'35""",0,39406
14.0,MARSMAN Tim,MET,"02'35""",0,39406
15.0,BROEX Victor,MET,"02'37""",0,39406
16.0,BUDDING Martijn,RIW,"03'50""",0,39406
17.0,KOSTER Adne,ALQ,"03'50""",0,39406
18.0,HESTERS Jules,SVB,"03'50""",0,39406
19.0,VAN BELLE Loe,JVD,"03'50""",0,39406
20.0,HOPPEZAK Vincent,BCY,"03'50""",0,39406
1.0,DE LIE Arnaud,LTS,"4h45'10""",80,39407
2.0,DE BONDT Dries,ADC,,48,39407
3.0,HOFSTETTER Hugo,ARK,,40,39407
4.0,THIJSSEN Gerben,IWG,,36,39407
5.0,VERNON Ethan,QST,,32,39407
6.0,BARBIER Pierre,BBK,,28,39407
7.0,GRONDIN Donavan,ARK,,24,39407
8.0,PITHIE Laurence,CGF,,20,39407
9.0,PLOWRIGHT Jensen,CGF,,16,39407
10.0,ANIOLKOWSKI Stanislaw,BWB,,12,39407
11.0,DUJARDIN Sandy,TEN,,10,39407
12.0,VAN ROOY Kenneth,SVB,,9,39407
13.0,WOOD Oliver,RDW,,8,39407
14.0,ZINGLE Axel,COF,,7,39407
15.0,BRAET Vito,SVB,,6,39407
16.0,D'HEYGERE Gil,MCT,,5,39407
17.0,VAN LERBERGHE Bert,QST,,5,39407
18.0,VAN KEIRSBULCK Guillaume,ADC,,5,39407
19.0,WATSON Samuel,CGF,,5,39407
20.0,DE BUYST Jasper,LTS,,5,39407
21.0,HVIDEBERG Jonas Iversby,DSM,,0,39407
22.0,DE VYLDER Lindsay,SVB,,0,39407
23.0,BLOUWE Louis,BWB,,0,39407
24.0,WIRTGEN Tom,BWB,,0,39407
25.0,WAERENSKJOLD Søren,UXT,,0,39407
26.0,PEAK Barnabas,IWG,"08""",0,39407
27.0,GHYS Robbe,SVB,"08""",0,39407
28.0,DECLERCQ Benjamin,ARK,"08""",0,39407
29.0,SCOTT Jacob,RDW,"08""",0,39407
30.0,LAMPERTI Luke,TRI,"08""",0,39407
31.0,VAN TRICHT Stan,QST,"08""",0,39407
1.0,RAJOVIC Dusan,COR,"3h28'15""",15,39408
2.0,GOVEKAR Matevz,TIR,,10,39408
3.0,POTOCKI Viktor,LGS,,8,39408
4.0,FINKST Tilen,ADR,,7,39408
5.0,FLYNN Sean,TUD,,6,39408
6.0,BARTA Tomas,ATT,,5,39408
7.0,MARCELLUSI Martin,BCF,,4,39408
8.0,BENZ Pirmin,RNR,,3,39408
9.0,FORTIN Filippo,PBS,,2,39408
10.0,SIMMONS Colby,JVD,,1,39408
11.0,PATERSKI Maciej,VOS,,0,39408
12.0,VAN BEKKUM Darren,JVD,,0,39408
13.0,PEKALA Piotr,SWT,,0,39408
14.0,VOISARD Yannis,TUD,,0,39408
15.0,GAMPER Mario,RSW,,0,39408
16.0,TONEATTI Davide,AQD,,0,39408
17.0,DE POOTER Dries,HBA,,0,39408
18.0,PRIMOZIC Jaka,HAC,,0,39408
19.0,WOLLENBERG Tim,PBS,,0,39408
20.0,KELEMEN Petr,TUD,,0,39408
1.0,VAN GESTEL Dries,TEN,"5h08'47""",80,39410
2.0,PEAK Barnabas,IWG,"05""",48,39410
3.0,HOFSTETTER Hugo,ARK,"05""",40,39410
4.0,ROOSEN Timo,TJV,"05""",36,39410
5.0,BLOEM Joren,ABC,"05""",32,39410
6.0,VAN DIJKE Mick,TJV,"05""",28,39410
7.0,VAUQUELIN Kévin,ARK,"23""",24,39410
8.0,DE BONDT Dries,ADC,"27""",20,39410
9.0,OTTEMA Rick,MET,"27""",16,39410
10.0,PLUIMERS Rick,JVD,"27""",12,39410
11.0,VAN UDEN Casper,DSM,"27""",10,39410
12.0,DECLERCQ Benjamin,ARK,"29""",9,39410
13.0,EENKHOORN Pascal,TJV,"31""",8,39410
14.0,KOPECKY Tomas,ABC,"32""",7,39410
15.0,THIJSSEN Gerben,IWG,"01'14""",6,39410
16.0,MENTEN Milan,BWB,"01'14""",5,39410
17.0,MARECZKO Jakub,ADC,"01'14""",5,39410
18.0,BUDDING Martijn,RIW,"01'14""",5,39410
19.0,VAN ROOY Kenneth,SVB,"01'14""",5,39410
20.0,VAN POPPEL Boy,IWG,"01'14""",5,39410
21.0,WILLEMS Thimo,MCT,"01'14""",0,39410
22.0,VAN KEIRSBULCK Guillaume,ADC,"01'14""",0,39410
23.0,RESELL Erik Nordsaeter,UXT,"01'14""",0,39410
24.0,BARBIER Pierre,BBK,"01'14""",0,39410
25.0,PAJUR Markus,ARK,"01'14""",0,39410
26.0,DEKKER David,TJV,"01'14""",0,39410
27.0,APERS Ruben,SVB,"01'14""",0,39410
28.0,VERMOTE Julien,ADC,"01'14""",0,39410
29.0,GRONDIN Donavan,ARK,"01'14""",0,39410
30.0,BITTNER Pavel,DSM,"01'14""",0,39410
31.0,SCHULTING Peter,VWE,"01'14""",0,39410
1.0,ZIJLAARD Maikel,VWE,"4h07'33""",15,39411
2.0,WEEMAES Sasha,SVB,"04""",10,39411
3.0,DUPONT Timothy,BWB,"04""",8,39411
4.0,PLOWRIGHT Jensen,CGF,"04""",7,39411
5.0,PENHOËT Paul,CGF,"04""",6,39411
6.0,GOEMAN Andreas,TIS,"04""",5,39411
7.0,BOMBOI Davide,EHS,"04""",4,39411
8.0,BROWN Jim,RDW,"04""",3,39411
9.0,LÜHRS Leslie,LKH,"04""",2,39411
10.0,LAMPERTI Luke,TRI,"04""",1,39411
11.0,DENS Tuur,SVB,"04""",0,39411
12.0,POLLEFLIET Gianluca,-,"04""",0,39411
13.0,BANASZEK Alan,MSP,"04""",0,39411
14.0,BAAK Jord,VWE,"04""",0,39411
15.0,REINDERINK Joris,DDS,"04""",0,39411
16.0,DE POORTER Maxime,TIS,"04""",0,39411
17.0,TANFIELD Harry,RWC,"04""",0,39411
18.0,ORINS Robin,EHS,"04""",0,39411
19.0,COLEMAN Zak,VWE,"04""",0,39411
20.0,VAN SINTMAARTENSDIJK Roel,VWE,"04""",0,39411
1.0,AULAR SANABRIA Orluis Alberto,CJR,"3h40'31""",15,39412
2.0,GOMES Luis Gabriel Silva,KSU,,10,39412
3.0,MENDONÇA Luis Carlos Nunes,GCT,,8,39412
4.0,GARCIA DE MATEOS RUBIO Vicente,ALL,,7,39412
5.0,ALONSO MONTES Pablo,EHE,,6,39412
6.0,SALGUEIRO Carlos Miguel Leite,ATM,,5,39412
7.0,FREITAS Daniel Alexandre Loureiro Silva,RPB,,4,39412
8.0,LEAÇA Gonçalo Rafael,LAA,,3,39412
9.0,SILVA Rafael Jorge Magalhaes,EFL,,2,39412
10.0,CAÑELLAS SANCHEZ Xavier,JAV,,1,39412
11.0,GUERREIRO Francisco Antonio Almeida,EFL,,0,39412
12.0,HOYOS CANO Juan Diego,EHE,,0,39412
13.0,MATIAS Joao Carlos Araujo,TAV,,0,39412
14.0,FUENTES PANIEGO Angel,BBH,,0,39412
15.0,EZQUERRA MUELA Jesus,BBH,,0,39412
16.0,FERNANDES Luis Filipe Silva,RPB,,0,39412
17.0,SILVA Pedro Miguel Fernandes,GCT,,0,39412
18.0,SILVA Joaquim Ricardo Soares,EFL,,0,39412
19.0,CARDOSO Andre Fernando Santos Martins,CDF,,0,39412
20.0,CARVALHO Gonçalo Henrique Matos,TAV,,0,39412
1.0,MERLIER Tim,ADC,"4h20'04""",130,39413
2.0,WALSCHEID Maximilian,COF,,78,39413
3.0,DE LIE Arnaud,LTS,,66,39413
4.0,VAN LERBERGHE Bert,QST,,58,39413
5.0,WELTEN Bram,GFC,,52,39413
6.0,TILLER Rasmus Fossum,UXT,,46,39413
7.0,HOFSTETTER Hugo,ARK,,40,39413
8.0,BARBIER Pierre,BBK,,34,39413
9.0,ACKERMANN Pascal,UAD,,28,39413
10.0,STEIMLE Jannik,QST,,24,39413
11.0,VERNON Ethan,QST,,20,39413
12.0,KOCH Jonas,BOH,,18,39413
13.0,ASKEY Lewis,GFC,,16,39413
14.0,VAN POPPEL Boy,IWG,,14,39413
15.0,MENTEN Milan,BWB,,12,39413
16.0,BIERMANS Jenthe,IPT,,10,39413
17.0,VAN ASBROECK Tom,IPT,,9,39413
18.0,WAERENSKJOLD Søren,UXT,,8,39413
19.0,ALLEGAERT Piet,COF,,7,39413
20.0,VAN ROOY Kenneth,SVB,,6,39413
21.0,THIJSSEN Gerben,IWG,,5,39413
22.0,SCHMID Mauro,QST,,5,39413
23.0,DECLERCQ Benjamin,ARK,,5,39413
24.0,REX Laurenz,BWB,,5,39413
25.0,PEAK Barnabas,IWG,,5,39413
26.0,CAMPENAERTS Victor,LTS,,5,39413
27.0,SCOTSON Miles,GFC,,5,39413
28.0,ZUKOWSKY Nickolas,HPM,,5,39413
29.0,LIENHARD Fabian,GFC,,5,39413
30.0,VERGAERDE Otto,TFS,,5,39413
31.0,CARVALHO Andre Rodrigues,COF,,0,39413
1.0,CAVENDISH Mark,QST,"4h31'22""",130,39414
2.0,BOUHANNI Nacer,ARK,,78,39414
3.0,KRISTOFF Alexander,IWG,,66,39414
4.0,KANTER Max,MOV,,58,39414
5.0,SAGAN Peter,TEN,,52,39414
6.0,VENDRAME Andrea,ACT,,46,39414
7.0,MØRKØV CHRISTENSEN Michael,QST,,40,39414
8.0,SWIFT Ben,IGD,,34,39414
9.0,CONSONNI Simone,COF,,28,39414
10.0,GIRMAY HAILU Biniam,IWG,,24,39414
11.0,MOLANO BENAVIDES Juan Sebastian,UAD,,20,39414
12.0,FIORELLI Filippo,BCF,,18,39414
13.0,DAINESE Alberto,DSM,,16,39414
14.0,SAJNOK Szymon,COF,,14,39414
15.0,COSNEFROY Benoît,ACT,"04""",12,39414
16.0,GROSU Eduard-Michael,DRA,"04""",10,39414
17.0,EINHORN Itamar,IPT,"04""",9,39414
18.0,STRONG Corbin,IPT,"06""",8,39414
19.0,MARECZKO Jakub,ADC,"06""",7,39414
20.0,TAGLIANI Filippo,DRA,"06""",6,39414
21.0,GIBBONS Ryan,UAD,"09""",5,39414
22.0,GEE Derek,IPT,"09""",5,39414
23.0,SIMON Julien,TEN,"09""",5,39414
24.0,BAYER Tobias,ADC,"09""",5,39414
25.0,SBARAGLI Kristian,ADC,"09""",5,39414
26.0,GOLDSTEIN Omer,IPT,"09""",5,39414
27.0,FELLINE Fabio,AST,"09""",5,39414
28.0,MARENGO Umberto,DRA,"09""",5,39414
29.0,RUTSCH Jonas,EFE,"09""",5,39414
30.0,RUSSO Clément,ARK,"09""",5,39414
31.0,VERRE Alessandro,ARK,"09""",0,39414
1.0,WALSCHEID Maximilian,COF,"4h42'24""",130,39415
2.0,DE BONDT Dries,ADC,,78,39415
3.0,PETIT Adrien,IWG,,66,39415
4.0,BARBIER Pierre,BBK,,58,39415
5.0,SARREAU Marc,ACT,,52,39415
6.0,DUJARDIN Sandy,TEN,,46,39415
7.0,CAPIOT Amaury,ARK,,40,39415
8.0,LEROUX Samuel,GRL,,34,39415
9.0,GHYS Robbe,SVB,,28,39415
10.0,WELTEN Bram,GFC,,24,39415
11.0,ROOSEN Timo,TJV,,20,39415
12.0,COUANON Jonathan,NMC,,18,39415
13.0,BLUME LEVY William,UXT,,16,39415
14.0,MAURELET Flavien,AUB,,14,39415
15.0,OLIVEIRA Rui Filipe Alves,UAD,,12,39415
16.0,PAGE Hugo,IWG,,10,39415
17.0,VANHOOF Ward,SVB,,9,39415
18.0,DEBEAUMARCHE Nicolas,AUB,,8,39415
19.0,LAUK Karl Patrick,BWB,,7,39415
20.0,SISKEVICIUS Evaldas,GRL,,6,39415
21.0,GUEGAN Maël,UNA,,5,39415
22.0,URRUTY Maxime,NMC,,5,39415
23.0,WIRTGEN Tom,BWB,,5,39415
24.0,PARET-PEINTRE Aurélien,ACT,,5,39415
25.0,VAUQUELIN Kévin,ARK,,5,39415
26.0,HEIDUK Kim,IGD,,5,39415
27.0,MOZZATO Luca,BBK,,5,39415
28.0,LAPEIRA Paul,ACT,,5,39415
29.0,MARTINEZ POVEDA Daniel Felipe,IGD,,5,39415
30.0,MORICE Julien,BBK,,5,39415
31.0,VAN KEIRSBULCK Guillaume,ADC,"06""",0,39415
1.0,ACKERMANN Pascal,UAD,"4h29'30""",130,39416
2.0,HOFSTETTER Hugo,ARK,,78,39416
3.0,MERLIER Tim,ADC,,66,39416
4.0,WELSFORD Samuel,DSM,,58,39416
5.0,THIJSSEN Gerben,IWG,,52,39416
6.0,DUPONT Timothy,BWB,,46,39416
7.0,WAERENSKJOLD Søren,UXT,,40,39416
8.0,MOZZATO Luca,BBK,,34,39416
9.0,DE LIE Arnaud,LTS,,28,39416
10.0,VAN LERBERGHE Bert,QST,,24,39416
11.0,ALLEGAERT Piet,COF,,20,39416
12.0,JOYCE Colin,HPM,,18,39416
13.0,COTE Pier-André,HPM,,16,39416
14.0,MANZIN Lorrenzo,TEN,,14,39416
15.0,GUDMESTAD Tord,UXT,,12,39416
16.0,BARBIER Rudy,IPT,,10,39416
17.0,PEAK Barnabas,IWG,,9,39416
18.0,VERNON Ethan,QST,,8,39416
19.0,GROSS Felix,UAD,,7,39416
20.0,MÄRKL Niklas,DSM,,6,39416
21.0,LEMOINE Cyril,BBK,,5,39416
22.0,VAN ASBROECK Tom,IPT,,5,39416
23.0,WEEMAES Sasha,SVB,,5,39416
24.0,D'HEYGERE Gil,MCT,,5,39416
25.0,WILLEMS Thimo,MCT,,5,39416
26.0,MARIT Arne,SVB,,5,39416
27.0,DE BONDT Dries,ADC,,5,39416
28.0,ABERASTURI IZAGA Jon,TFS,,5,39416
29.0,DUJARDIN Sandy,TEN,,5,39416
30.0,GOEMAN Andreas,TIS,,5,39416
31.0,ANIOLKOWSKI Stanislaw,BWB,,0,39416
1.0,STASH Mamyr,-,"3h11'15""",15,39419
2.0,KONONENKO Mykhaylo,SBB,,10,39419
3.0,SHTEIN Iogan,ALT,,8,39419
4.0,BITINAS Mantas,TAT,,7,39419
5.0,MIKUTIS Aivaras,TAT,,6,39419
6.0,ROSS Kent,WGC,,5,39419
7.0,HALMURATOV Muradjan,TCM,,4,39419
8.0,CHZHAN Igor,ALT,,3,39419
9.0,JASTRAB Ryan,WGC,"17""",2,39419
10.0,ÖZGÜR Batuhan,SBB,"17""",1,39419
11.0,STRELNIKOV Yegor,VSM,"17""",0,39419
12.0,CRISTA Daniel,-,"17""",0,39419
13.0,MYAGMARSUREN Baasankhuu,FMD,"17""",0,39419
14.0,GRANIGAN Noah,WGC,"22""",0,39419
15.0,PREVAR Oleksandr,STC,"45""",0,39419
16.0,RHIM Brendan,WGC,"01'37""",0,39419
17.0,ASADOV Elchin,SBB,"01'45""",0,39419
18.0,SHCHERBAN Vladyslav,-,"01'45""",0,39419
19.0,JANUSKEVICIUS Mantas,KCC,"01'45""",0,39419
20.0,MULAGALEYEV Vladimir,VSM,"01'45""",0,39419
1.0,PEREZ Anthony,COF,"4h16'15""",80,39420
2.0,ASKEY Lewis,GFC,,48,39420
3.0,LOUVEL Matis,ARK,,40,39420
4.0,LAPEIRA Paul,ACT,,36,39420
5.0,PAGE Hugo,IWG,,32,39420
6.0,GRELLIER Fabien,TEN,,28,39420
7.0,BONNAMOUR Franck,BBK,,24,39420
8.0,VENTURINI Clément,ACT,,20,39420
9.0,JOUSSEAUME Alan,TEN,,16,39420
10.0,BONNEU Kamiel,SVB,,12,39420
11.0,BAUDIN Alex,TUD,,10,39420
12.0,FERRON Valentin,TEN,,9,39420
13.0,RIOU Alan,ARK,"05""",8,39420
14.0,GOUGEARD Alexis,BBK,"20""",7,39420
15.0,LEROUX Samuel,GRL,"01'36""",6,39420
16.0,ZINGLE Axel,COF,"01'36""",5,39420
17.0,MALDONADO Anthony,AUB,"01'36""",5,39420
18.0,GRONDIN Donavan,ARK,"01'36""",5,39420
19.0,BOUDAT Thomas,GRL,"01'36""",5,39420
20.0,VERCHER Mattéo,-,"01'36""",5,39420
21.0,GREGOIRE Romain,CGF,"01'36""",0,39420
22.0,BRAET Vito,SVB,"01'36""",0,39420
23.0,VAN POUCKE Aaron,SVB,"01'36""",0,39420
24.0,FLYNN Sean,TUD,"01'36""",0,39420
25.0,URRUTY Maxime,NMC,"01'36""",0,39420
